"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999/2000","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1900.2","","","","1"
"2000/2001","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1473.7","","","","1"
"2001/2002","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1387.0","","","","1"
"2002/2003","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1014.0","","","","1"
"2003/2004","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","885.0","","","","1"
"2004/2005","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","809.9","","","","1"
"2005/2006","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","926.2","","","","1"
"2006/2007","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","855.2","","","","1"
"2007/2008","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","785.4","","","","1"
"2008/2009","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","750.2","","","","1"
"2009/2010","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","700.3","","","","1"
"2010/2011","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","652.8","","","","1"
"2011/2012","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","659.8","","","","1"
"2012/2013","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","626.1","","","","1"
"2013/2014","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","698.8","","","","1"
"2014/2015","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","821.1","","","","1"
"2015/2016","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","845.8","","","","1"
"2016/2017","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","907.1","","","","1"
"2017/2018","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1033.5","","","","1"
"2018/2019","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1256.3","","","","1"
"2019/2020","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","972.8","","","","1"
"2020/2021","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","690.0","","","","1"
"2021/2022","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","648.5","","","","1"
"2022/2023","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","657.7","","","","1"
"2023/2024","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","457.9","","","","1"
"1978/1979","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","321.87","","","","2"
"1979/1980","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","346.16","","","","2"
"1980/1981","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","357.84","","","","2"
"1981/1982","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","363.69","","","","2"
"1982/1983","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","393.00","","","","2"
"1983/1984","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","399.47","","","","2"
"1984/1985","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","359.73","","","","2"
"1985/1986","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","376.91","","","","2"
"1986/1987","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","345.41","","","","2"
"1987/1988","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","335.19","","","","2"
"1988/1989","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","341.10","","","","2"
"1989/1990","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","356.28","","","","2"
"1990/1991","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","394.09","","","","2"
"1991/1992","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","442.37","","","","2"
"1992/1993","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","470.34","","","","2"
"1993/1994","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","474.87","","","","2"
"1994/1995","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","461.53","","","","2"
"1995/1996","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","460.30","","","","2"
"1996/1997","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","462.37","","","","2"
"1997/1998","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","469.52","","","","2"
"1998/1999","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","444.35","","","","2"
"1999/2000","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","442.98","","","","2"
"2000/2001","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","438.17","","","","2"
"2001/2002","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","437.75","","","","2"
"2002/2003","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","432.72","","","","2"
"2003/2004","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","410.59","","","","2"
"2004/2005","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","394.65","","","","2"
"2005/2006","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","387.28","","","","2"
"2006/2007","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","387.54","","","","2"
"2007/2008","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","390.53","","","","2"
"2008/2009","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","391.19","","","","2"
"2009/2010","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","399.71","","","","2"
"2010/2011","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","396.49","","","","2"
"2011/2012","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","379.97","","","","2"
"2012/2013","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","363.72","","","","2"
"2013/2014","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","358.22","","","","2"
"2014/2015","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","336.27","","","","2"
"2015/2016","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","312.25","","","","2"
"2016/2017","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","305.07","","","","2"
"2017/2018","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","312.23","","","","2"
"2018/2019","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","294.42","","","","2"
"2019/2020","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","279.52","","","","2"
"2020/2021","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","224.94","","","","2"
"2021/2022","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","209.78","","","","2"
"2022/2023","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","214.29","","","","2"
"2023/2024","Provinces and Territories","2021A000011124","Probation rates per 100,000 adults","Rate","257","units","0","v21536807","1.11","230.94","","","","2"


